Serial Number,MQ6,Gas
1191,353,Mixture
1192,352,Mixture
1193,350,Mixture
1194,349,Mixture
1195,347,Mixture
1196,346,Mixture
1197,345,Mixture
1198,344,Mixture
1199,343,Mixture
1200,342,Mixture
1201,341,Mixture
1202,341,Mixture
1203,340,Mixture
1204,340,Mixture
1205,340,Mixture
1206,339,Mixture
1207,340,Mixture
1208,341,Mixture
1209,340,Mixture
1210,340,Mixture
1211,341,Mixture
1212,341,Mixture
1213,341,Mixture
1214,342,Mixture
1215,342,Mixture
1216,342,Mixture
1217,342,Mixture
1218,345,Mixture
1219,345,Mixture
1220,346,Mixture
1221,348,Mixture
1222,348,Mixture
1223,345,Mixture
1224,343,Mixture
1225,341,Mixture
1226,339,Mixture
1227,329,Mixture
1228,329,Mixture
1229,331,Mixture
1230,331,Mixture
1231,331,Mixture
1232,353,Mixture
1233,353,Mixture
1234,350,Mixture
1235,343,Mixture
1236,338,Mixture
1237,334,Mixture
1238,326,Mixture
1239,343,Mixture
1240,350,Mixture
1241,347,Mixture
1242,351,Mixture
1243,346,Mixture
1244,343,Mixture
1245,338,Mixture
1246,335,Mixture
1247,332,Mixture
1248,343,Mixture
1249,379,Mixture
1250,415,Mixture
1251,433,Mixture
1252,439,Mixture
1253,437,Mixture
1254,429,Mixture
1255,420,Mixture
1256,410,Mixture
1257,412,Mixture
1258,432,Mixture
1259,440,Mixture
1260,437,Mixture
1261,437,Mixture
1262,448,Mixture
1263,447,Mixture
1264,443,Mixture
1265,436,Mixture
1266,422,Mixture
1267,409,Mixture
1268,399,Mixture
1269,392,Mixture
1270,385,Mixture
1271,379,Mixture
1272,375,Mixture
1273,374,Mixture
1274,375,Mixture
1275,377,Mixture
1276,370,Mixture
1277,367,Mixture
1278,367,Mixture
1279,364,Mixture
1280,362,Mixture
1281,361,Mixture
1282,361,Mixture
1283,362,Mixture
1284,363,Mixture
1285,363,Mixture
1286,363,Mixture
1287,363,Mixture
1288,364,Mixture
1289,364,Mixture
1290,361,Mixture
1291,357,Mixture
1292,358,Mixture
1293,359,Mixture
1294,361,Mixture
1295,362,Mixture
1296,362,Mixture
1297,361,Mixture
1298,360,Mixture
1299,360,Mixture
1300,359,Mixture
1301,358,Mixture
1302,359,Mixture
1303,359,Mixture
1304,359,Mixture
1305,359,Mixture
1306,357,Mixture
1307,356,Mixture
1308,355,Mixture
1309,354,Mixture
1310,354,Mixture
1311,349,Mixture
1312,349,Mixture
1313,348,Mixture
1314,347,Mixture
1315,347,Mixture
1316,346,Mixture
1317,346,Mixture
1318,345,Mixture
1319,344,Mixture
1320,345,Mixture
1321,345,Mixture
1322,345,Mixture
1323,344,Mixture
1324,337,Mixture
1325,337,Mixture
1326,337,Mixture
1327,336,Mixture
1328,337,Mixture
1329,337,Mixture
1330,337,Mixture
1331,337,Mixture
1332,337,Mixture
1333,337,Mixture
1334,336,Mixture
1335,336,Mixture
1336,336,Mixture
1337,336,Mixture
1338,335,Mixture
1339,335,Mixture
1340,335,Mixture
1341,334,Mixture
1342,334,Mixture
1343,336,Mixture
1344,336,Mixture
1345,337,Mixture
1346,337,Mixture
1347,336,Mixture
1348,329,Mixture
1349,330,Mixture
1350,330,Mixture
1351,330,Mixture
1352,330,Mixture
1353,330,Mixture
1354,330,Mixture
1355,330,Mixture
1356,330,Mixture
1357,331,Mixture
1358,331,Mixture
1359,331,Mixture
1360,333,Mixture
1361,334,Mixture
1362,336,Mixture
1363,335,Mixture
1364,335,Mixture
1365,335,Mixture
1366,336,Mixture
1367,335,Mixture
1368,334,Mixture
1369,335,Mixture
1370,337,Mixture
1371,338,Mixture
1372,339,Mixture
1373,339,Mixture
1374,337,Mixture
1375,336,Mixture
1376,336,Mixture
1377,342,Mixture
1378,355,Mixture
1379,355,Mixture
1380,391,Mixture
1381,417,Mixture
1382,435,Mixture
1383,440,Mixture
1384,431,Mixture
1385,420,Mixture
1386,409,Mixture
1387,402,Mixture
1388,398,Mixture
1389,390,Mixture
1390,382,Mixture
1391,377,Mixture
1392,371,Mixture
1393,363,Mixture
1394,360,Mixture
1395,357,Mixture
1396,354,Mixture
1397,350,Mixture
1398,353,Mixture
1399,358,Mixture
1400,398,Mixture
1401,425,Mixture
1402,438,Mixture
1403,448,Mixture
1404,448,Mixture
1405,436,Mixture
1406,419,Mixture
1407,413,Mixture
1408,411,Mixture
1409,410,Mixture
1410,420,Mixture
1411,434,Mixture
1412,448,Mixture
1413,457,Mixture
1414,458,Mixture
1415,452,Mixture
1416,444,Mixture
1417,437,Mixture
1418,438,Mixture
1419,439,Mixture
1420,440,Mixture
1421,444,Mixture
1422,443,Mixture
1423,443,Mixture
1424,444,Mixture
1425,442,Mixture
1426,440,Mixture
1427,438,Mixture
1428,437,Mixture
1429,446,Mixture
1430,454,Mixture
1431,456,Mixture
1432,443,Mixture
1433,435,Mixture
1434,429,Mixture
1435,429,Mixture
1436,426,Mixture
1437,420,Mixture
1438,413,Mixture
1439,408,Mixture
1440,406,Mixture
1441,407,Mixture
1442,410,Mixture
1443,411,Mixture
1444,410,Mixture
1445,409,Mixture
1446,407,Mixture
1447,405,Mixture
1448,404,Mixture
1449,402,Mixture
1450,402,Mixture
1451,401,Mixture
1452,400,Mixture
1453,400,Mixture
1454,400,Mixture
1455,400,Mixture
1456,401,Mixture
1457,403,Mixture
1458,404,Mixture
1459,404,Mixture
1460,405,Mixture
1461,406,Mixture
1462,407,Mixture
1463,408,Mixture
1464,408,Mixture
1465,408,Mixture
1466,409,Mixture
1467,408,Mixture
1468,407,Mixture
1469,407,Mixture
1470,405,Mixture
1471,404,Mixture
1472,403,Mixture
1473,404,Mixture
1474,404,Mixture
1475,404,Mixture
1476,402,Mixture
1477,401,Mixture
1478,401,Mixture
1479,401,Mixture
1480,401,Mixture
1481,402,Mixture
1482,402,Mixture
1483,402,Mixture
1484,402,Mixture
1485,403,Mixture
1486,403,Mixture
1487,404,Mixture
1488,404,Mixture
1489,405,Mixture
1490,406,Mixture
1491,406,Mixture
1492,405,Mixture
1493,403,Mixture
1494,403,Mixture
1495,403,Mixture
1496,403,Mixture
1497,401,Mixture
1498,401,Mixture
1499,399,Mixture
1500,398,Mixture
1501,396,Mixture
1502,398,Mixture
1503,399,Mixture
1504,399,Mixture
1505,397,Mixture
1506,399,Mixture
1507,399,Mixture
1508,399,Mixture
1509,397,Mixture
1510,397,Mixture
1511,396,Mixture
1512,395,Mixture
1513,395,Mixture
1514,395,Mixture
1515,394,Mixture
1516,393,Mixture
1517,393,Mixture
1518,392,Mixture
1519,391,Mixture
1520,392,Mixture
1521,392,Mixture
1522,391,Mixture
1523,390,Mixture
1524,389,Mixture
1525,385,Mixture
1526,385,Mixture
1527,383,Mixture
1528,381,Mixture
1529,379,Mixture
1530,378,Mixture
1531,377,Mixture
1532,376,Mixture
1533,377,Mixture
1534,377,Mixture
1535,375,Mixture
1536,376,Mixture
1537,376,Mixture
1538,374,Mixture
1539,375,Mixture
1540,375,Mixture
1541,375,Mixture
1542,374,Mixture
1543,373,Mixture
1544,372,Mixture
1545,374,Mixture
1546,373,Mixture
1547,373,Mixture
1548,370,Mixture
1549,368,Mixture
1550,368,Mixture
1551,367,Mixture
1552,367,Mixture
1553,365,Mixture
1554,365,Mixture
1555,364,Mixture
1556,362,Mixture
1557,362,Mixture
1558,366,Mixture
1559,377,Mixture
1560,391,Mixture
1561,400,Mixture
1562,404,Mixture
1563,401,Mixture
1564,397,Mixture
1565,395,Mixture
1566,395,Mixture
1567,390,Mixture
1568,391,Mixture
1569,394,Mixture
1570,399,Mixture
1571,398,Mixture
1572,398,Mixture
1573,398,Mixture
1574,397,Mixture
1575,399,Mixture
1576,400,Mixture
1577,399,Mixture
1578,398,Mixture
1579,399,Mixture
1580,406,Mixture
1581,407,Mixture
1582,414,Mixture
1583,414,Mixture
1584,416,Mixture
1585,423,Mixture
1586,426,Mixture
1587,426,Mixture
1588,427,Mixture
1589,433,Mixture
1590,428,Mixture
1591,426,Mixture
1592,424,Mixture
1593,419,Mixture
1594,417,Mixture
1595,414,Mixture
1596,411,Mixture
1597,407,Mixture
1598,405,Mixture
1599,402,Mixture
